"時点","地域コード","地域","有効求人倍率【倍】","注記","新規求人倍率【倍】","注記","労働力人口（国勢調査）【人】","注記","第１次産業就業者数【人】","注記","第２次産業就業者数【人】","注記","第３次産業就業者数【人】","注記"
"1990年7月","23000","愛知県","2.38","","4.94","","","","","","","","",""
"1990年7月","24000","三重県","1.66","","3.05","","","","","","","","",""
"1990年7月","25000","滋賀県","1.82","","3.58","","","","","","","","",""
"1990年7月","26000","京都府","1.02","","2.15","","","","","","","","",""
"1990年7月","27000","大阪府","1.23","","2.34","","","","","","","","",""
"1990年7月","28000","兵庫県","1.04","","1.91","","","","","","","","",""
"1990年7月","29000","奈良県","1.14","","1.92","","","","","","","","",""
"1990年7月","30000","和歌山県","1.13","","2.21","","","","","","","","",""
"1990年7月","31000","鳥取県","1.68","","2.89","","","","","","","","",""
"1990年7月","32000","島根県","1.98","","2.29","","","","","","","","",""
"1990年7月","33000","岡山県","1.83","","3.25","","","","","","","","",""
"1990年7月","34000","広島県","1.73","","3.08","","","","","","","","",""
"1990年7月","35000","山口県","1.44","","2.34","","","","","","","","",""
"1990年7月","36000","徳島県","1.00","","2.00","","","","","","","","",""
"1990年7月","37000","香川県","2.30","","3.06","","","","","","","","",""
"1990年7月","38000","愛媛県","1.17","","2.12","","","","","","","","",""
"1990年7月","39000","高知県","0.61","","1.04","","","","","","","","",""
"1990年7月","40000","福岡県","0.84","","1.70","","","","","","","","",""
"1990年7月","41000","佐賀県","1.08","","2.00","","","","","","","","",""
"1990年7月","42000","長崎県","1.10","","1.91","","","","","","","","",""
"1990年7月","43000","熊本県","0.91","","1.44","","","","","","","","",""
"1990年7月","44000","大分県","1.02","","1.85","","","","","","","","",""
"1990年7月","45000","宮崎県","0.92","","1.62","","","","","","","","",""
"1990年7月","46000","鹿児島県","0.86","","1.47","","","","","","","","",""
"1990年7月","47000","沖縄県","0.44","","0.68","","","","","","","","",""
"1990年8月","01000","北海道","0.79","","1.19","","","","","","","","",""
"1990年8月","02000","青森県","0.78","","0.69","","","","","","","","",""
"1990年8月","03000","岩手県","1.54","","1.62","","","","","","","","",""
"1990年8月","04000","宮城県","1.57","","2.21","","","","","","","","",""
"1990年8月","05000","秋田県","1.36","","1.61","","","","","","","","",""
"1990年8月","06000","山形県","2.02","","2.53","","","","","","","","",""
"1990年8月","07000","福島県","1.95","","2.90","","","","","","","","",""
"1990年8月","08000","茨城県","2.16","","2.95","","","","","","","","",""
"1990年8月","09000","栃木県","2.29","","2.84","","","","","","","","",""
"1990年8月","10000","群馬県","2.43","","3.42","","","","","","","","",""
"1990年8月","11000","埼玉県","1.52","","2.56","","","","","","","","",""
"1990年8月","12000","千葉県","1.38","","2.52","","","","","","","","",""
"1990年8月","13000","東京都","1.81","","3.67","","","","","","","","",""
"1990年8月","14000","神奈川県","1.54","","2.62","","","","","","","","",""
"1990年8月","15000","新潟県","2.02","","2.68","","","","","","","","",""
"1990年8月","16000","富山県","2.39","","3.49","","","","","","","","",""
"1990年8月","17000","石川県","2.14","","3.18","","","","","","","","",""
"1990年8月","18000","福井県","2.71","","3.79","","","","","","","","",""
"1990年8月","19000","山梨県","2.78","","4.24","","","","","","","","",""
"1990年8月","20000","長野県","2.65","","4.44","","","","","","","","",""
"1990年8月","21000","岐阜県","2.72","","4.13","","","","","","","","",""
"1990年8月","22000","静岡県","2.10","","3.28","","","","","","","","",""
"1990年8月","23000","愛知県","2.56","","4.88","","","","","","","","",""
"1990年8月","24000","三重県","1.70","","2.78","","","","","","","","",""
"1990年8月","25000","滋賀県","1.84","","2.67","","","","","","","","",""
"1990年8月","26000","京都府","1.03","","1.96","","","","","","","","",""
"1990年8月","27000","大阪府","1.27","","2.29","","","","","","","","",""
"1990年8月","28000","兵庫県","1.13","","2.14","","","","","","","","",""
"1990年8月","29000","奈良県","1.12","","1.68","","","","","","","","",""
"1990年8月","30000","和歌山県","1.15","","2.12","","","","","","","","",""
"1990年8月","31000","鳥取県","1.80","","3.08","","","","","","","","",""
"1990年8月","32000","島根県","2.01","","2.75","","","","","","","","",""
"1990年8月","33000","岡山県","1.87","","3.01","","","","","","","","",""
"1990年8月","34000","広島県","1.83","","3.21","","","","","","","","",""
"1990年8月","35000","山口県","1.50","","2.41","","","","","","","","",""
"1990年8月","36000","徳島県","1.07","","2.10","","","","","","","","",""
"1990年8月","37000","香川県","2.30","","3.02","","","","","","","","",""
"1990年8月","38000","愛媛県","1.24","","1.98","","","","","","","","",""
"1990年8月","39000","高知県","0.67","","1.23","","","","","","","","",""
"1990年8月","40000","福岡県","0.90","","1.74","","","","","","","","",""
"1990年8月","41000","佐賀県","1.12","","2.00","","","","","","","","",""
"1990年8月","42000","長崎県","1.13","","1.73","","","","","","","","",""
"1990年8月","43000","熊本県","0.96","","1.53","","","","","","","","",""
"1990年8月","44000","大分県","1.10","","1.79","","","","","","","","",""
"1990年8月","45000","宮崎県","0.96","","1.53","","","","","","","","",""
"1990年8月","46000","鹿児島県","0.91","","1.34","","","","","","","","",""
"1990年8月","47000","沖縄県","0.47","","0.69","","","","","","","","",""
"1990年9月","01000","北海道","0.82","","1.32","","","","","","","","",""
"1990年9月","02000","青森県","0.97","","1.13","","","","","","","","",""
"1990年9月","03000","岩手県","1.56","","1.79","","","","","","","","",""
"1990年9月","04000","宮城県","1.68","","2.61","","","","","","","","",""
"1990年9月","05000","秋田県","1.37","","1.62","","","","","","","","",""
"1990年9月","06000","山形県","1.97","","2.66","","","","","","","","",""
"1990年9月","07000","福島県","2.04","","3.07","","","","","","","","",""
"1990年9月","08000","茨城県","2.25","","3.41","","","","","","","","",""
"1990年9月","09000","栃木県","2.41","","3.56","","","","","","","","",""
"1990年9月","10000","群馬県","2.54","","4.05","","","","","","","","",""
"1990年9月","11000","埼玉県","1.53","","2.56","","","","","","","","",""
"1990年9月","12000","千葉県","1.43","","2.66","","","","","","","","",""
"1990年9月","13000","東京都","1.87","","2.97","","","","","","","","",""
"1990年9月","14000","神奈川県","1.60","","2.83","","","","","","","","",""
"1990年9月","15000","新潟県","2.13","","2.91","","","","","","","","",""
"1990年9月","16000","富山県","2.45","","3.57","","","","","","","","",""
"1990年9月","17000","石川県","2.14","","2.90","","","","","","","","",""
"1990年9月","18000","福井県","2.66","","3.39","","","","","","","","",""
"1990年9月","19000","山梨県","2.83","","4.47","","","","","","","","",""
"1990年9月","20000","長野県","2.82","","4.91","","","","","","","","",""
"1990年9月","21000","岐阜県","2.84","","4.27","","","","","","","","",""
"1990年9月","22000","静岡県","2.15","","3.73","","","","","","","","",""
"1990年9月","23000","愛知県","2.64","","4.55","","","","","","","","",""
"1990年9月","24000","三重県","1.82","","3.29","","","","","","","","",""
"1990年9月","25000","滋賀県","1.91","","3.28","","","","","","","","",""
"1990年9月","26000","京都府","1.07","","2.03","","","","","","","","",""
"1990年9月","27000","大阪府","1.32","","2.31","","","","","","","","",""
"1990年9月","28000","兵庫県","1.19","","2.24","","","","","","","","",""
"1990年9月","29000","奈良県","1.15","","1.93","","","","","","","","",""
"1990年9月","30000","和歌山県","1.22","","2.49","","","","","","","","",""
"1990年9月","31000","鳥取県","1.76","","2.45","","","","","","","","",""
"1990年9月","32000","島根県","2.06","","2.62","","","","","","","","",""
"1990年9月","33000","岡山県","1.92","","3.08","","","","","","","","",""
"1990年9月","34000","広島県","1.90","","3.11","","","","","","","","",""
"1990年9月","35000","山口県","1.56","","2.52","","","","","","","","",""
"1990年9月","36000","徳島県","1.10","","2.12","","","","","","","","",""
"1990年9月","37000","香川県","2.31","","3.29","","","","","","","","",""
"1990年9月","38000","愛媛県","1.29","","2.13","","","","","","","","",""
"1990年9月","39000","高知県","0.73","","1.26","","","","","","","","",""
"1990年9月","40000","福岡県","0.95","","1.71","","","","","","","","",""
"1990年9月","41000","佐賀県","1.12","","1.68","","","","","","","","",""
"1990年9月","42000","長崎県","1.17","","1.78","","","","","","","","",""
"1990年9月","43000","熊本県","1.04","","1.80","","","","","","","","",""
"1990年9月","44000","大分県","1.15","","1.68","","","","","","","","",""
"1990年9月","45000","宮崎県","1.06","","1.62","","","","","","","","",""
"1990年9月","46000","鹿児島県","0.95","","1.32","","","","","","","","",""
"1990年9月","47000","沖縄県","0.49","","0.71","","","","","","","","",""
"1990年10月","01000","北海道","0.80","","1.13","","","","","","","","",""
"1990年10月","02000","青森県","0.96","","0.94","","","","","","","","",""
"1990年10月","03000","岩手県","1.39","","1.19","","","","","","","","",""
"1990年10月","04000","宮城県","1.66","","2.12","","","","","","","","",""
"1990年10月","05000","秋田県","1.38","","1.49","","","","","","","","",""
"1990年10月","06000","山形県","1.98","","2.55","","","","","","","","",""
"1990年10月","07000","福島県","2.07","","2.79","","","","","","","","",""
"1990年10月","08000","茨城県","2.24","","2.97","","","","","","","","",""
"1990年10月","09000","栃木県","2.51","","3.72","","","","","","","","",""
"1990年10月","10000","群馬県","2.57","","3.85","","","","","","","","",""
"1990年10月","11000","埼玉県","1.48","","2.55","","","","","","","","",""
"1990年10月","12000","千葉県","1.45","","2.53","","","","","","","","",""
"1990年10月","13000","東京都","1.90","","2.98","","","","","","","","",""
"1990年10月","14000","神奈川県","1.62","","2.91","","","","","","","","",""
"1990年10月","15000","新潟県","2.05","","2.17","","","","","","","","",""
"1990年10月","16000","富山県","2.43","","3.00","","","","","","","","",""
"1990年10月","17000","石川県","1.96","","1.85","","","","","","","","",""
"1990年10月","18000","福井県","2.57","","3.35","","","","","","","","",""
"1990年10月","19000","山梨県","2.81","","4.10","","","","","","","","",""
"1990年10月","20000","長野県","2.91","","4.38","","","","","","","","",""
"1990年10月","21000","岐阜県","2.85","","4.04","","","","","","","","",""
"1990年10月","22000","静岡県","2.15","","3.41","","","","","","","","",""
"1990年10月","23000","愛知県","2.67","","4.64","","","","","","","","",""
"1990年10月","24000","三重県","1.81","","2.97","","","","","","","","",""
"1990年10月","25000","滋賀県","1.84","","2.95","","","","","","","","",""
"1990年10月","26000","京都府","1.09","","1.97","","","","","","","","",""
"1990年10月","27000","大阪府","1.32","","2.19","","","","","","","","",""
"1990年10月","28000","兵庫県","1.18","","1.79","","","","","","","","",""
"1990年10月","29000","奈良県","1.18","","1.97","","","","","","","","",""
"1990年10月","30000","和歌山県","1.21","","1.96","","","","","","","","",""
"1990年10月","31000","鳥取県","1.77","","2.54","","","","","","","","",""
"1990年10月","32000","島根県","2.08","","2.38","","","","","","","","",""
"1990年10月","33000","岡山県","1.95","","3.12","","","","","","","","",""
"1990年10月","34000","広島県","1.89","","2.91","","","","","","","","",""
"1990年10月","35000","山口県","1.59","","2.36","","","","","","","","",""
"1990年10月","36000","徳島県","1.11","","2.13","","","","","","","","",""
"1990年10月","37000","香川県","2.35","","3.00","","","","","","","","",""
"1990年10月","38000","愛媛県","1.34","","2.12","","","","","","","","",""
"1990年10月","39000","高知県","0.76","","1.34","","","","","","","","",""
"1990年10月","40000","福岡県","0.95","","1.56","","","","","","","","",""
"1990年10月","41000","佐賀県","1.12","","1.71","","","","","","","","",""
"1990年10月","42000","長崎県","1.19","","1.79","","","","","","","","",""
"1990年10月","43000","熊本県","1.08","","1.72","","","","","","","","",""
"1990年10月","44000","大分県","1.18","","1.68","","","","","","","","",""
"1990年10月","45000","宮崎県","1.11","","1.76","","","","","","","","",""
"1990年10月","46000","鹿児島県","1.02","","1.51","","","","","","","","",""
